Row.names	logFC_field	logCPM_field	PValue_field	FDR_field	logFC_gh	logCPM_gh	PValue_gh	FDR_gh	logFC_mean	logFC_sum	pgsc_dmp	pgsc_dmt	pgsc_dmc	func	BINCODE	NAME	DESCRIPTION	TYPE
PGSC0003DMG400032160	-0.718304470267963	5.32533403111398	0.000549837685826176	0.0385124792083017	-1.03989745104593	4.95433240404622	0.000320883514310463	0.0114710308587389	-0.879100960656948	-1.7582019213139	PGSC0003DMP400055335	PGSC0003DMT400081921	PGSC0003DMC400055335	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	weakly similar to ( 180) AT1G14870 | Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress; LOCATED IN: plasma membrane; EXPRESSED IN: callus; CONTAINS InterPro DOMAIN/s: EGF-type aspartate/asparagine hydroxylation conserved site (InterPro:IPR000152), Protein of unknown function Cys-rich (InterPro:IPR006461); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35525.1); Has 492 Blast hits to 491 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 93; Fungi - 76; Plants - 297; Viruses - 0; Other Eukaryotes - 26 (source: NCBI BLink). | chr1:5128591-5129458 REVERSEweakly similar to ( 167) loc_os02g36940 12002.m08781 protein expressed proteinPLAC8  PGSC0003DMT400081921	TRUE
PGSC0003DMG400032160	-0.718304470267963	5.32533403111398	0.000549837685826176	0.0385124792083017	-1.03989745104593	4.95433240404622	0.000320883514310463	0.0114710308587389	-0.879100960656948	-1.7582019213139	PGSC0003DMP400055334	PGSC0003DMT400081920	PGSC0003DMC400055334	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	very weakly similar to (81.6) loc_os02g36950 12002.m08782 protein expressed protein PGSC0003DMT400081920	TRUE
PGSC0003DMG400032160	-0.718304470267963	5.32533403111398	0.000549837685826176	0.0385124792083017	-1.03989745104593	4.95433240404622	0.000320883514310463	0.0114710308587389	-0.879100960656948	-1.7582019213139	PGSC0003DMP400055333	PGSC0003DMT400081919	PGSC0003DMC400055333	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	weakly similar to ( 158) AT1G14870 | Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress; LOCATED IN: plasma membrane; EXPRESSED IN: callus; CONTAINS InterPro DOMAIN/s: EGF-type aspartate/asparagine hydroxylation conserved site (InterPro:IPR000152), Protein of unknown function Cys-rich (InterPro:IPR006461); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35525.1); Has 492 Blast hits to 491 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 93; Fungi - 76; Plants - 297; Viruses - 0; Other Eukaryotes - 26 (source: NCBI BLink). | chr1:5128591-5129458 REVERSEweakly similar to ( 150) loc_os02g36940 12002.m08781 protein expressed proteinPLAC8  PGSC0003DMT400081919	TRUE
PGSC0003DMG400033649	-1.36930479637921	5.5122794637544	0.000267665025833323	0.0236940011104531	-1.41156285301098	2.72665332436648	0.000262671632113756	0.0100847588407449	-1.39043382469509	-2.78086764939019	PGSC0003DMP400056151	PGSC0003DMT400083903	PGSC0003DMC400056151	Acyl-protein_thioesterase	11.9.3.2	lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase	moderately similar to ( 350) AT5G20060 | Symbols:  | phospholipase/carboxylesterase family protein | chr5:6776800-6779447 FORWARDmoderately similar to ( 370) loc_os01g07960 12001.m42883 protein acyl-protein thioesterase 2, putative, expressedAbhydrolase_2 COG0400   PGSC0003DMT400083903	TRUE
PGSC0003DMG400033649	-1.36930479637921	5.5122794637544	0.000267665025833323	0.0236940011104531	-1.41156285301098	2.72665332436648	0.000262671632113756	0.0100847588407449	-1.39043382469509	-2.78086764939019	PGSC0003DMP400056150	PGSC0003DMT400083902	PGSC0003DMC400056150	Acyl-protein_thioesterase	11.9.3.2	lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase	weakly similar to ( 159) AT5G20060 | Symbols:  | phospholipase/carboxylesterase family protein | chr5:6776800-6779447 FORWARDweakly similar to ( 172) loc_os01g07960 12001.m42883 protein acyl-protein thioesterase 2, putative, expressed  PGSC0003DMT400083902	TRUE
PGSC0003DMG400033649	-1.36930479637921	5.5122794637544	0.000267665025833323	0.0236940011104531	-1.41156285301098	2.72665332436648	0.000262671632113756	0.0100847588407449	-1.39043382469509	-2.78086764939019	PGSC0003DMP400056152	PGSC0003DMT400083904	PGSC0003DMC400056152	Acyl-protein_thioesterase	11.9.3.2	lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase	very weakly similar to (81.6) loc_os01g07960 12001.m42883 protein acyl-protein thioesterase 2, putative, expressed PGSC0003DMT400083904	TRUE
PGSC0003DMG400033696	-0.6928884585499	5.95180272337879	1.30687893276045e-06	0.00064956909415628	-1.22819585427079	6.01713614452684	1.01698305476316e-09	1.19477018333676e-06	-0.960542156410343	-1.92108431282069	PGSC0003DMP400056215	PGSC0003DMT400083995	PGSC0003DMC400056215	MAPKK	29.4	protein.postranslational modification	moderately similar to ( 368) AT1G73500 | Symbols: ATMKK9, MKK9 | MKK9 (MAP KINASE KINASE 9); MAP kinase kinase/ kinase/ protein kinase activator | chr1:27639419-27640351 REVERSEmoderately similar to ( 208) M2K1_ORYSA Mitogen-activated protein kinase kinase 1 (EC 2.7.12.2) (MAP kinase kinase 1) (MAPKK1) (OsMEK1) - Oryza sativa (Rice)moderately similar to ( 289) loc_os06g09180 12006.m05637 protein OsMKK5 - putative MAPKK based on amino acid sequence homology, expressedS_TKc S_TKc Pkinase Pkinase_Tyr PTKc TyrKc SPS1 PTKc_Jak_rpt2 PTKc_InsR_like PTKc_EphR PTKc_Jak2_Jak3_rpt2 PTKc_Syk_like PTKc_Tyk2_rpt2 PTKc_FAK PTKc_Src_like PTKc_Syk PTKc_EphR_A2 PTKc_DDR PTKc_EphR_A PTKc_Frk_like PTKc_EGFR_like PTKc_Csk_like PTKc_EphR_B PTKc_Jak1_rpt2 PTKc_Trk PTKc_Musk PTKc_Ror PTKc_Fes_like PTKc_Ack_like PTKc_Fes PTKc_Srm_Brk PTKc_Abl PTKc_Btk_Bmx PTKc_Tec_like PTKc_Csk PTKc_DDR1 PTKc_Zap-70 PTKc_Tec_Rlk                                                                                  PGSC0003DMT400083995	TRUE
PGSC0003DMG401016626	-1.36916923723751	3.34035988598068	1.53488446285492e-06	0.000710445973428697	-1.58140434182348	2.37065563903056	0.000137921107700212	0.00644612829949309	-1.4752867895305	-2.950573579061	PGSC0003DMP400029081	PGSC0003DMT400042870	PGSC0003DMC400029081	Dopamine_beta-monooxygenase	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	moderately similar to ( 335) AT3G25290 | Symbols:  | auxin-responsive family protein | chr3:9208955-9210353 FORWARDmoderately similar to ( 288) loc_os08g41280 12008.m08106 protein membrane protein, putative, expressedDUF568 B561   PGSC0003DMT400042870	TRUE
PGSC0003DMG402019343	-0.770159967886268	4.6618430047075	4.3883447729373e-05	0.0068325999398396	-1.62066918314634	2.33055700021016	0.000156658761771085	0.00696902298921768	-1.1954145755163	-2.39082915103261	PGSC0003DMP400033604	PGSC0003DMT400049791	PGSC0003DMC400033604	DNA_binding_protein	27.3.23	RNA.regulation of transcription.HSF,Heat-shock transcription factor family	weakly similar to ( 116) AT3G22830 | Symbols: AT-HSFA6B, HSFA6B | AT-HSFA6B; DNA binding / transcription factor | chr3:8078981-8080895 FORWARDweakly similar to ( 110) loc_os03g06630 12003.m101198 protein heat shock factor protein 1, putative, expressed PGSC0003DMT400049791	TRUE
PGSC0003DMG402019343	-0.770159967886268	4.6618430047075	4.3883447729373e-05	0.0068325999398396	-1.62066918314634	2.33055700021016	0.000156658761771085	0.00696902298921768	-1.1954145755163	-2.39082915103261	PGSC0003DMP400033605	PGSC0003DMT400049792	PGSC0003DMC400033605	DNA_binding_protein	27.3.23	RNA.regulation of transcription.HSF,Heat-shock transcription factor family	moderately similar to ( 327) AT3G22830 | Symbols: AT-HSFA6B, HSFA6B | AT-HSFA6B; DNA binding / transcription factor | chr3:8078981-8080895 FORWARDmoderately similar to ( 322) loc_os07g08140 12007.m05271 protein heat shock factor protein HSF30, putative, expressedHSF_DNA-bind HSF HSF1   PGSC0003DMT400049792	TRUE
PGSC0003DMG402019343	-0.770159967886268	4.6618430047075	4.3883447729373e-05	0.0068325999398396	-1.62066918314634	2.33055700021016	0.000156658761771085	0.00696902298921768	-1.1954145755163	-2.39082915103261	PGSC0003DMP400033605	PGSC0003DMT400049792	PGSC0003DMC400033605	DNA_binding_protein	20.2.1	stress.abiotic.heat	moderately similar to ( 327) AT3G22830 | Symbols: AT-HSFA6B, HSFA6B | AT-HSFA6B; DNA binding / transcription factor | chr3:8078981-8080895 FORWARDmoderately similar to ( 322) loc_os07g08140 12007.m05271 protein heat shock factor protein HSF30, putative, expressedHSF_DNA-bind HSF HSF1   PGSC0003DMT400049792	TRUE
PGSC0003DMG402019343	-0.770159967886268	4.6618430047075	4.3883447729373e-05	0.0068325999398396	-1.62066918314634	2.33055700021016	0.000156658761771085	0.00696902298921768	-1.1954145755163	-2.39082915103261	PGSC0003DMP400033606	PGSC0003DMT400049793	PGSC0003DMC400033606	DNA_binding_protein	27.3.23	RNA.regulation of transcription.HSF,Heat-shock transcription factor family	moderately similar to ( 327) AT3G22830 | Symbols: AT-HSFA6B, HSFA6B | AT-HSFA6B; DNA binding / transcription factor | chr3:8078981-8080895 FORWARDmoderately similar to ( 322) loc_os07g08140 12007.m05271 protein heat shock factor protein HSF30, putative, expressedHSF_DNA-bind HSF HSF1   PGSC0003DMT400049793	TRUE
PGSC0003DMG402019343	-0.770159967886268	4.6618430047075	4.3883447729373e-05	0.0068325999398396	-1.62066918314634	2.33055700021016	0.000156658761771085	0.00696902298921768	-1.1954145755163	-2.39082915103261	PGSC0003DMP400033606	PGSC0003DMT400049793	PGSC0003DMC400033606	DNA_binding_protein	20.2.1	stress.abiotic.heat	moderately similar to ( 327) AT3G22830 | Symbols: AT-HSFA6B, HSFA6B | AT-HSFA6B; DNA binding / transcription factor | chr3:8078981-8080895 FORWARDmoderately similar to ( 322) loc_os07g08140 12007.m05271 protein heat shock factor protein HSF30, putative, expressedHSF_DNA-bind HSF HSF1   PGSC0003DMT400049793	TRUE
